"recall";"precision";"specificity";"F1";"F2"
"0.11111111111";"0.07692307692";"0.97362637363";"0.09090909091";"0.09090909091"
"0.00000000000";"0.00000000000";"0.97802197802";"0.00000000000";"          NaN"
"0.33333333333";"0.15789473684";"0.96483516484";"0.21428571429";"0.21428571429"
"0.33333333333";"0.10000000000";"0.94065934066";"0.15384615385";"0.15384615385"
"0.33333333333";"0.18750000000";"0.97142857143";"0.24000000000";"0.24000000000"
"0.44444444444";"0.30769230769";"0.98021978022";"0.36363636364";"0.36363636364"
"0.22222222222";"0.11764705882";"0.96703296703";"0.15384615385";"0.15384615385"
"0.22222222222";"0.11764705882";"0.96703296703";"0.15384615385";"0.15384615385"
"0.77777777778";"0.22580645161";"0.94725274725";"0.35000000000";"0.35000000000"
"0.22222222222";"0.09523809524";"0.95824175824";"0.13333333333";"0.13333333333"
"0.11111111111";"0.04545454545";"0.95384615385";"0.06451612903";"0.06451612903"
"0.22222222222";"0.15384615385";"0.97582417582";"0.18181818182";"0.18181818182"
"0.33333333333";"0.23076923077";"0.97802197802";"0.27272727273";"0.27272727273"
"0.22222222222";"0.10526315789";"0.96263736264";"0.14285714286";"0.14285714286"
"0.00000000000";"0.00000000000";"0.98241758242";"0.00000000000";"          NaN"
"0.55555555556";"0.20833333333";"0.95824175824";"0.30303030303";"0.30303030303"
"0.33333333333";"0.18750000000";"0.97142857143";"0.24000000000";"0.24000000000"
"0.22222222222";"0.16666666667";"0.97802197802";"0.19047619048";"0.19047619048"
"0.11111111111";"0.04545454545";"0.95384615385";"0.06451612903";"0.06451612903"
"0.22222222222";"0.08333333333";"0.95164835165";"0.12121212121";"0.12121212121"
