"recall";"precision";"specificity";"F1";"F2"
"0.5000000000";"0.2692307692";"0.9720176730";"0.3500000000";"0.3500000000"
"0.5000000000";"0.3684210526";"0.9823269514";"0.4242424242";"0.4242424242"
"0.4285714286";"0.1875000000";"0.9617083947";"0.2608695652";"0.2608695652"
"0.6428571429";"0.4500000000";"0.9837997054";"0.5294117647";"0.5294117647"
"0.2142857143";"0.2000000000";"0.9823269514";"0.2068965517";"0.2068965517"
"0.5000000000";"0.2121212121";"0.9617083947";"0.2978723404";"0.2978723404"
"0.7142857143";"0.3225806452";"0.9690721649";"0.4444444444";"0.4444444444"
"0.3571428571";"0.1923076923";"0.9690721649";"0.2500000000";"0.2500000000"
"0.5000000000";"0.2413793103";"0.9675994109";"0.3255813953";"0.3255813953"
"0.2857142857";"0.1904761905";"0.9749631811";"0.2285714286";"0.2285714286"
"0.5000000000";"0.2413793103";"0.9675994109";"0.3255813953";"0.3255813953"
"0.5714285714";"0.3333333333";"0.9764359352";"0.4210526316";"0.4210526316"
"0.3571428571";"0.2380952381";"0.9764359352";"0.2857142857";"0.2857142857"
"0.4285714286";"0.2000000000";"0.9646539028";"0.2727272727";"0.2727272727"
"0.5000000000";"0.2692307692";"0.9720176730";"0.3500000000";"0.3500000000"
"0.4285714286";"0.2222222222";"0.9690721649";"0.2926829268";"0.2926829268"
"0.7142857143";"0.2857142857";"0.9631811487";"0.4081632653";"0.4081632653"
"0.6428571429";"0.3000000000";"0.9690721649";"0.4090909091";"0.4090909091"
"0.5714285714";"0.2962962963";"0.9720176730";"0.3902439024";"0.3902439024"
"0.6428571429";"0.3214285714";"0.9720176730";"0.4285714286";"0.4285714286"
