"recall";"precision";"specificity";"F1";"F2"
"0.08333333333";"0.04166666667";"0.92744479495";"0.05555555556";"0.05555555556"
"0.33333333333";"0.14814814815";"0.92744479495";"0.20512820513";"0.20512820513"
"0.25000000000";"0.09375000000";"0.90851735016";"0.13636363636";"0.13636363636"
"0.25000000000";"0.11538461538";"0.92744479495";"0.15789473684";"0.15789473684"
"0.16666666667";"0.07407407407";"0.92113564669";"0.10256410256";"0.10256410256"
"0.33333333333";"0.13793103448";"0.92113564669";"0.19512195122";"0.19512195122"
"0.50000000000";"0.18750000000";"0.91798107256";"0.27272727273";"0.27272727273"
"0.08333333333";"0.03448275862";"0.91167192429";"0.04878048780";"0.04878048780"
"0.41666666667";"0.16129032258";"0.91798107256";"0.23255813953";"0.23255813953"
"0.33333333333";"0.08333333333";"0.86119873817";"0.13333333333";"0.13333333333"
"0.33333333333";"0.20000000000";"0.94952681388";"0.25000000000";"0.25000000000"
"0.25000000000";"0.10000000000";"0.91482649842";"0.14285714286";"0.14285714286"
"0.16666666667";"0.06451612903";"0.90851735016";"0.09302325581";"0.09302325581"
"0.25000000000";"0.10344827586";"0.91798107256";"0.14634146341";"0.14634146341"
"0.08333333333";"0.04000000000";"0.92429022082";"0.05405405405";"0.05405405405"
"0.33333333333";"0.12121212121";"0.90851735016";"0.17777777778";"0.17777777778"
"0.16666666667";"0.11764705882";"0.95268138801";"0.13793103448";"0.13793103448"
"0.25000000000";"0.09677419355";"0.91167192429";"0.13953488372";"0.13953488372"
"0.58333333333";"0.18421052632";"0.90220820189";"0.28000000000";"0.28000000000"
"0.25000000000";"0.08108108108";"0.89274447950";"0.12244897959";"0.12244897959"
