"model";"recall";"precision";"specificity";"F1";"F2"
"C5.0             ";"0.416666666666667";"0.588235294117647";"0.798076923076923";"0.48780487804878 ";"0.487804878048781"
"rf               ";"0.508196721311475";"0.607843137254902";"0.826086956521739";"0.553571428571429";"0.553571428571428"
