"model";"recall";"precision";"specificity";"F1";"F2"
"C5.0              ";"0.0925925925925926";"0.476190476190476 ";"0.963333333333333 ";"0.155038759689922 ";"0.155038759689922 "
"rf                ";"0.075187969924812 ";"0.476190476190476 ";"0.96              ";"0.12987012987013  ";"0.12987012987013  "
