"model";"recall";"precision";"specificity";"F1";"F2"
"C5.0             ";"0.133333333333333";"0.333333333333333";"0.947089947089947";"0.19047619047619 ";"0.19047619047619 "
"rf               ";"0.158273381294964";"0.733333333333333";"0.974522292993631";"0.260355029585799";"0.260355029585799"
