"model";"recall";"precision";"specificity";"F1";"F2"
"C5.0              ";"0.0657894736842105";"0.3125            ";"0.939226519337017 ";"0.108695652173913 ";"0.108695652173913 "
"rf                ";"0.0666666666666667";"0.3125            ";"0.93956043956044  ";"0.10989010989011  ";"0.10989010989011  "
