"model";"recall";"precision";"specificity";"F1";"F2"
"C5.0             ";"0.360824742268041";"0.729166666666667";"0.943965517241379";"0.482758620689655";"0.482758620689655"
"rf               ";"0.388059701492537";"0.541666666666667";"0.916030534351145";"0.452173913043478";"0.452173913043478"
