"recall";"precision";"specificity";"F1";"F2"
"0.3181818182";"0.4022988506";"0.9742191373";"0.3553299492";"0.3553299492"
"0.3818181818";"0.4421052632";"0.9737233515";"0.4097560976";"0.4097560976"
"0.2909090909";"0.3809523810";"0.9742191373";"0.3298969072";"0.3298969072"
"0.3636363636";"0.4301075269";"0.9737233515";"0.3940886700";"0.3940886700"
"0.2727272727";"0.3225806452";"0.9687654933";"0.2955665025";"0.2955665025"
"0.2909090909";"0.3809523810";"0.9742191373";"0.3298969072";"0.3298969072"
"0.3636363636";"0.4210526316";"0.9727317799";"0.3902439024";"0.3902439024"
"0.3727272727";"0.4270833333";"0.9727317799";"0.3980582524";"0.3980582524"
"0.4181818182";"0.4380952381";"0.9707486366";"0.4279069767";"0.4279069767"
"0.3545454545";"0.4285714286";"0.9742191373";"0.3880597015";"0.3880597015"
"0.3545454545";"0.4062500000";"0.9717402082";"0.3786407767";"0.3786407767"
"0.3363636364";"0.4302325581";"0.9757064948";"0.3775510204";"0.3775510204"
"0.3636363636";"0.4938271605";"0.9796727814";"0.4188481675";"0.4188481675"
"0.3363636364";"0.4157303371";"0.9742191373";"0.3718592965";"0.3718592965"
"0.3181818182";"0.4487179487";"0.9786812097";"0.3723404255";"0.3723404255"
"0.3909090909";"0.4134615385";"0.9697570649";"0.4018691589";"0.4018691589"
"0.3181818182";"0.4320987654";"0.9771938523";"0.3664921466";"0.3664921466"
"0.3636363636";"0.4000000000";"0.9702528508";"0.3809523810";"0.3809523810"
"0.3727272727";"0.4315789474";"0.9732275657";"0.4000000000";"0.4000000000"
"0.3909090909";"0.4095238095";"0.9692612791";"0.4000000000";"0.4000000000"
