"recall";"precision";"specificity";"F1";"F2"
"0.2222222222";"0.2758620690";"0.9785056295";"0.2461538462";"0.2461538462"
"0.2222222222";"0.2424242424";"0.9744114637";"0.2318840580";"0.2318840580"
"0.2222222222";"0.2285714286";"0.9723643808";"0.2253521127";"0.2253521127"
"0.2777777778";"0.2777777778";"0.9733879222";"0.2777777778";"0.2777777778"
"0.2222222222";"0.2666666667";"0.9774820880";"0.2424242424";"0.2424242424"
"0.3055555556";"0.3333333333";"0.9774820880";"0.3188405797";"0.3188405797"
"0.1666666667";"0.1875000000";"0.9733879222";"0.1764705882";"0.1764705882"
"0.1666666667";"0.2068965517";"0.9764585466";"0.1846153846";"0.1846153846"
"0.2500000000";"0.2812500000";"0.9764585466";"0.2647058824";"0.2647058824"
"0.2500000000";"0.2647058824";"0.9744114637";"0.2571428571";"0.2571428571"
"0.2222222222";"0.2424242424";"0.9744114637";"0.2318840580";"0.2318840580"
"0.2777777778";"0.2777777778";"0.9733879222";"0.2777777778";"0.2777777778"
"0.2500000000";"0.2647058824";"0.9744114637";"0.2571428571";"0.2571428571"
"0.2222222222";"0.2500000000";"0.9754350051";"0.2352941176";"0.2352941176"
"0.1388888889";"0.2083333333";"0.9805527124";"0.1666666667";"0.1666666667"
"0.2222222222";"0.2222222222";"0.9713408393";"0.2222222222";"0.2222222222"
"0.3055555556";"0.3333333333";"0.9774820880";"0.3188405797";"0.3188405797"
"0.2222222222";"0.2500000000";"0.9754350051";"0.2352941176";"0.2352941176"
"0.2500000000";"0.3333333333";"0.9815762538";"0.2857142857";"0.2857142857"
"0.3333333333";"0.3529411765";"0.9774820880";"0.3428571429";"0.3428571429"
