"recall";"precision";"specificity";"F1";"F2"
"0.12820512821";"0.20000000000";"0.98107852412";"0.15625000000";"0.15625000000"
"0.05128205128";"0.09090909091";"0.98107852412";"0.06557377049";"0.06557377049"
"0.07692307692";"0.10000000000";"0.97445600757";"0.08695652174";"0.08695652174"
"0.15384615385";"0.14285714286";"0.96594134342";"0.14814814815";"0.14814814815"
"0.12820512821";"0.16129032258";"0.97540208136";"0.14285714286";"0.14285714286"
"0.12820512821";"0.18518518519";"0.97918637654";"0.15151515152";"0.15151515152"
"0.15384615385";"0.20000000000";"0.97729422895";"0.17391304348";"0.17391304348"
"0.20512820513";"0.29629629630";"0.98202459792";"0.24242424242";"0.24242424242"
"0.07692307692";"0.09375000000";"0.97256385998";"0.08450704225";"0.08450704225"
"0.15384615385";"0.24000000000";"0.98202459792";"0.18750000000";"0.18750000000"
"0.10256410256";"0.13793103448";"0.97634815516";"0.11764705882";"0.11764705882"
"0.12820512821";"0.12500000000";"0.96688741722";"0.12658227848";"0.12658227848"
"0.05128205128";"0.07692307692";"0.97729422895";"0.06153846154";"0.06153846154"
"0.10256410256";"0.11764705882";"0.97161778619";"0.10958904110";"0.10958904110"
"0.15384615385";"0.24000000000";"0.98202459792";"0.18750000000";"0.18750000000"
"0.12820512821";"0.20000000000";"0.98107852412";"0.15625000000";"0.15625000000"
"0.05128205128";"0.07407407407";"0.97634815516";"0.06060606061";"0.06060606061"
"0.10256410256";"0.14814814815";"0.97824030274";"0.12121212121";"0.12121212121"
"0.12820512821";"0.15151515152";"0.97350993377";"0.13888888889";"0.13888888889"
"0.20512820513";"0.24242424242";"0.97634815516";"0.22222222222";"0.22222222222"
