"model";"recall";"precision";"specificity";"F1";"F2"
"glm              ";"0.257142857142857";"0.5625           ";"0.90625          ";"0.352941176470588";"0.352941176470588"
"nnet             ";"0.275            ";"0.6875           ";"0.92822966507177 ";"0.392857142857143";"0.392857142857143"
"treebag          ";"0.301204819277108";"0.520833333333333";"0.90650406504065 ";"0.381679389312977";"0.381679389312977"
"bagFDAGCV        ";"0.315217391304348";"0.604166666666667";"0.919831223628692";"0.414285714285714";"0.414285714285714"
"bagFDA           ";"0.36             ";"0.5625           ";"0.917322834645669";"0.439024390243902";"0.439024390243902"
"rf               ";"0.306122448979592";"0.625            ";"0.922077922077922";"0.410958904109589";"0.410958904109589"
"C5.0             ";"0.283783783783784";"0.4375           ";"0.894117647058824";"0.344262295081967";"0.344262295081967"
